Ticker~Description~Sector~Industry~Exchange~nse_ticker
LTIM~LTIMINDTREE LTD~Commercial Services~Miscellaneous Commercial Services~NSE~LTIM.NS
GLOBAL~GLOBAL EDUCATION LTD~Commercial Services~Miscellaneous Commercial Services~NSE~GLOBAL.NS
VERANDA~VERANDA LEARNING SOL LTD~Commercial Services~Miscellaneous Commercial Services~NSE~VERANDA.NS
AGRITECH~AGRI-TECH (INDIA)~Commercial Services~Miscellaneous Commercial Services~NSE~AGRITECH.NS
RITES~RITES LTD~Commercial Services~Miscellaneous Commercial Services~NSE~RITES.NS
FSL~FIRSTSOURCE SOLUTI~Commercial Services~Miscellaneous Commercial Services~NSE~FSL.NS
SIS~SIS LTD~Commercial Services~Miscellaneous Commercial Services~NSE~SIS.NS
SYNGENE~SYNGENE INTERNATIO~Commercial Services~Miscellaneous Commercial Services~NSE~SYNGENE.NS
RADIANTCMS~RADIANT CASH MGMT SER LTD~Commercial Services~Miscellaneous Commercial Services~NSE~RADIANTCMS.NS
CAREERP~CAREER POINT LTD~Commercial Services~Miscellaneous Commercial Services~NSE~CAREERP.NS
ARSHIYA~ARSHIYA LTD~Commercial Services~Miscellaneous Commercial Services~NSE~ARSHIYA.NS
ARIHANTACA~ARIHANT ACADEMY LTD~Commercial Services~Miscellaneous Commercial Services~NSE~ARIHANTACA.NS
SPCENET~SPACENET ENTERPRIS~Commercial Services~Advertising/Marketing Services~NSE~SPCENET.NS
DUGLOBAL~DUDIGITAL GLOBAL LTD~Commercial Services~Miscellaneous Commercial Services~NSE~DUGLOBAL.NS
REPRO~REPRO INDIA LTD~Commercial Services~Commercial Printing/Forms~NSE~REPRO.NS
KAPSTON~KAPSTON FACILITIES MGMT L~Commercial Services~Miscellaneous Commercial Services~NSE~KAPSTON.NS
VIMTALABS~VIMTA LABORATORIES~Commercial Services~Miscellaneous Commercial Services~NSE~VIMTALABS.NS
PRESSMN~PRESSMAN ADVERTISI~Commercial Services~Advertising/Marketing Services~NSE~PRESSMN.NS
MAPMYINDIA~C.E. INFO SYSTEMS LTD~Commercial Services~Miscellaneous Commercial Services~NSE~MAPMYINDIA.NS
ICRA~ICRA LTD~Commercial Services~Financial Publishing/Services~NSE~ICRA.NS
VERTOZ~VERTOZ ADVERTISING LTD~Commercial Services~Advertising/Marketing Services~NSE~VERTOZ.NS
AGSTRA~AGS TRANSACT TECH LTD~Commercial Services~Miscellaneous Commercial Services~NSE~AGSTRA.NS
TEAMLEASE~TEAMLEASE SERVICES~Commercial Services~Personnel Services~NSE~TEAMLEASE.NS
SUVIDHAA~SUVIDHAA INFOSERVE LTD~Commercial Services~Miscellaneous Commercial Services~NSE~SUVIDHAA.NS
AISL~ANI INTEGRATED SER~Commercial Services~Personnel Services~NSE~AISL.NS
RTNINDIA~RATTANINDIA ENT LTD~Commercial Services~Miscellaneous Commercial Services~NSE~RTNINDIA.NS
NOIDATOLL~NOIDA TOLL BRIDGE~Commercial Services~Advertising/Marketing Services~NSE~NOIDATOLL.NS
KHFM~KHFM H AND F MGT S~Commercial Services~Miscellaneous Commercial Services~NSE~KHFM.NS
4THDIM~FOURTH DIMENSION SOL L~Commercial Services~Miscellaneous Commercial Services~NSE~4THDIM.NS
